Rank_v3_fixed,player_name,runner_id,season,sprint_speed,speed_capped,accel_0_30,accel_gap,split_15_60,bolts,SB,CS,real_sb_pct,sb_residual,avg_primary_lead,avg_secondary_lead,avg_lead_gain,avg_lead_off,avg_jump_time,SSSI_v1,SSSI_capped,SSSI_composite,SSSI_v3_fixed,rank_fixed,SSSI_v3_opt,rank_opt,sim_attempts,sim_successes,sim_success_rate
163,"McCarthy, Jake",664983,2024,29.8,28.0,1.72,-3.001876172607865,1.71,66,25,6,0.8038963987565056,-0.01498892064848334,12.79414201183432,21.20396449704142,8.410118343195267,11.93508875739645,0.22188757396449704,0.09448520728156984,1.0536290796102339,2.323143293863874,0.26320284076928835,163,0.020806017010245176,234,48,40,0.8333333333333334
164,"Freeman, Freddie",518692,2023,26.7,26.7,1.8,22.34234234234234,1.84,0,23,1,0.9289748398356622,0.14619434562198397,12.077489361702128,16.227659574468085,4.150340425531915,10.73008510638298,0.35695744680851066,-0.9987141019688859,-0.7807384910920674,-4.4338467106674955,0.26176434120843767,164,0.38185407018575623,88,1,0,0.0
165,"Lindor, Francisco",596019,2023,28.1,28.0,1.81,-22.88288288288289,1.78,1,31,4,0.8735067588808552,0.08467822493374455,13.217307692307692,20.201608391608392,6.984335664335664,12.187622377622377,0.24039160839160836,0.36131996848645315,-0.30339862866586204,0.8631475572365519,0.2474735148552143,165,0.21369967202422713,152,456,280,0.6140350877192983
166,"Betts, Mookie",605141,2023,27.2,27.2,1.79,18.37837837837838,1.8,0,14,3,0.8154668343288275,0.032465743712980166,12.96203821656051,18.83452229299363,5.872229299363058,11.807898089171974,0.2871082802547771,0.16253417728055464,0.004273045940715536,-0.48107445311372277,0.24617809756335648,166,0.30459404720854555,117,20,11,0.55
167,"García Jr., Luis",671277,2023,27.2,27.2,1.79,18.37837837837838,1.8,0,9,4,0.7189039086241223,-0.06409718199172498,13.715523255813954,20.427500000000002,6.711918604651163,12.83168604651163,0.22680813953488374,0.9617314676631724,0.8034703363233333,3.180511618090548,0.2367017211286742,167,0.4009435547794926,80,27,17,0.6296296296296297
168,"Mullins, Cedric",656775,2025,28.4,28.0,1.72,17.486338797814213,1.73,12,22,4,0.8367829146849743,0.04446036539676923,12.407619047619047,18.840634920634923,6.433015873015872,11.318412698412697,0.28570634920634924,-0.4499777054607703,-0.8281323374105624,-1.9492507013119278,0.23562125456400923,168,-0.04146890158120793,264,20,13,0.65
169,"Tawa, Tim",694374,2025,28.2,28.0,1.78,-8.46994535519125,1.78,0,8,2,0.7960180236822801,0.006111014300953843,13.520661157024794,20.89595041322314,7.3756198347107444,12.528760330578512,0.21730578512396695,0.6382140708430747,0.06901679542493278,2.261891670637191,0.2351701831730323,169,0.17905942190371377,165,22,16,0.7272727272727273
170,"Eaton, Nate",681987,2025,29.7,28.0,1.74,-9.927140255009107,1.68,20,9,2,0.8087668972021377,-0.007660805230258583,12.979111111111111,21.355185185185185,8.376444444444443,11.968074074074075,0.21605925925925926,0.1579564737526955,1.021579024347183,2.477493866674232,0.22816718694767768,170,0.025658565876697154,233,42,29,0.6904761904761905
171,"Friedl, TJ",670770,2025,26.7,26.7,1.75,52.732240437158474,1.8,0,12,3,0.7970135177617101,0.014233023548031909,12.651349693251534,17.150490797546013,4.4988343558282216,11.205828220858896,0.329840490797546,-0.6670254606421566,-0.4490498497653381,-2.793945141843735,0.22724327644204725,171,0.2969560188226517,118,12,5,0.4166666666666667
172,"Rooker, Brent",667670,2024,27.6,27.6,1.81,-7.598499061913685,1.79,0,11,3,0.786330018696537,0.0016009167282804437,13.747848101265822,20.78879746835443,7.040506329113924,12.691392405063292,0.2205759493670886,0.892388545539043,0.43313802042587624,2.769275695420596,0.22651442337147823,172,0.33045098800662154,105,29,18,0.6206896551724138
173,"Profar, Jurickson",595777,2025,26.3,26.3,1.84,3.0965391621129363,1.82,0,9,2,0.8087668972021377,0.024611345879521518,13.365408163265306,19.229285714285716,5.863163265306123,12.31938775510204,0.26835714285714285,1.0135972267099211,1.5325622313600646,2.2015667738072446,0.22592691331272313,173,0.6791232544412298,35,11,2,0.18181818181818182
174,"Ruiz, Esteury",665923,2023,29.6,28.0,1.73,-4.324324324324323,1.71,63,67,13,0.8345914159439318,0.020535134137980027,12.447792207792208,20.437467532467533,7.98974025974026,11.55116883116883,0.24769480519480522,-0.11457850182319862,0.6535227270371156,0.7722087905771917,0.22564058138527804,174,-0.0324708695390212,260,29,21,0.7241379310344828
175,"Ramírez, José",608070,2024,28.2,28.0,1.79,-13.696060037523445,1.74,3,41,7,0.8479296293440416,0.058022619962715294,13.040372340425533,20.114787234042552,7.074601063829788,12.083882978723404,0.24660372340425532,0.351711212550955,-0.2174860628671869,0.6565457729956199,0.22305244935700708,175,0.14279974154051095,186,592,384,0.6486486486486487
176,"Stott, Bryson",681082,2026,28.5,28.0,1.79,-26.170798898071624,1.76,1,10,0,0.9293513570156136,0.13569174325474664,12.596301369863014,19.344657534246576,6.747534246575342,11.456027397260273,0.2713150684931507,-0.2461475523800667,-0.5287808625956821,-1.1127862079509665,0.21999170857317557,176,0.10630495103588045,203,12,8,0.6666666666666666
177,"Gonzalez, Romy",663853,2024,28.9,28.0,1.75,-7.598499061913699,1.75,8,11,3,0.786330018696537,-0.013539816416462847,13.171609195402299,21.365057471264368,8.19287356321839,12.256896551724138,0.2261264367816092,0.747408434509222,0.8468604112303064,2.4539542664828145,0.21881203170864744,177,0.0765015826684925,212,24,13,0.5416666666666666
178,"Myers, Dane",667472,2025,28.4,28.0,1.78,-14.845173041894348,1.77,0,18,5,0.7835810841155073,-0.008741465172697804,13.549760000000001,21.306240000000003,7.75576,12.79936,0.20548,0.8089802394573498,0.4308256075075577,3.280590751729713,0.21718613080213167,178,0.2102647112502441,154,25,17,0.68
179,"Acuña, Luisangel",682668,2025,29.6,28.0,1.73,-5.555555555555557,1.71,24,16,1,0.9063759252379184,0.09231964343196664,12.012162162162161,19.31963963963964,7.307927927927928,10.804324324324323,0.2912342342342342,-0.7635120593929348,0.004589169467379417,-1.9539297063830272,0.21523615522830147,179,-0.10709968080094939,294,20,14,0.7
180,"Chisholm Jr., Jazz",665862,2026,28.4,28.0,1.73,11.432506887052341,1.74,3,13,3,0.8066795407254383,0.014356991437233235,12.772040816326532,19.81520408163265,7.043163265306123,11.703979591836735,0.269530612244898,0.1307467834441809,-0.24740784850561115,-0.4488942353823366,0.2148424132951644,180,-0.007976306469095598,250,14,10,0.7142857142857143
181,"Baddoo, Akil",668731,2023,29.0,28.0,1.71,7.297297297297305,1.72,10,14,3,0.8154668343288275,0.013828953012422818,12.497651515151516,20.020984848484847,7.52310606060606,11.473560606060605,0.26425,0.014417551232340342,0.20939084968760135,-0.17937998162676777,0.21434827837292852,181,-0.06262055501076617,272,35,26,0.7428571428571429
182,"Henderson, Gunnar",683002,2025,28.5,28.0,1.74,7.741347905282339,1.74,13,30,5,0.8485067588808551,0.05484714511998823,12.372783018867926,19.02919811320755,6.656415094339623,11.319481132075472,0.28026415094339624,-0.3328727007297435,-0.6155060109453588,-1.6032536017071843,0.2124090419573943,182,-0.037277411932106305,261,32,22,0.6875
183,"Altuve, Jose",514888,2024,27.1,27.1,1.76,37.05440900562852,1.74,29,22,7,0.7629491280951237,-0.01983545054799274,12.9125,18.496162790697674,5.583720930232558,11.819011627906978,0.2863953488372093,-0.016540241826214608,-0.09955402472272368,-0.5524149916385436,0.20852069037362583,183,0.2548761875683096,129,31,12,0.3870967741935484
184,"Domínguez, Jasson",691176,2025,28.7,28.0,1.7,14.025500910746814,1.68,21,23,5,0.8163718289464911,0.019779497201854457,12.62907063197026,19.44866171003717,6.820074349442379,11.48550185873606,0.2697732342007435,-0.36814816650457405,-0.4597388332518395,-0.9660437585522987,0.20595530807243284,184,-0.04996196388776512,267,432,312,0.7222222222222222
185,"Chisholm Jr., Jazz",665862,2025,27.6,27.6,1.77,16.75774134790528,1.76,3,31,8,0.7940970535280502,0.009367951559793641,12.8393567251462,19.179766081871342,6.34111111111111,11.856783625730994,0.2737134502923977,0.22671999454728448,-0.23253053056588233,-0.32632312111528006,0.19989367832569607,185,0.1413698581250024,189,31,19,0.6129032258064516
186,"Ramírez, José",608070,2023,27.8,27.8,1.77,11.441441441441427,1.75,0,28,6,0.8189812911598514,0.032871005438498746,12.876546052631578,19.199506578947368,6.322697368421053,11.749638157894736,0.2766809210526316,0.018151567231243948,-0.5915936547685854,-0.9039168377342037,0.1977628841238608,186,0.08683141446241899,207,368,208,0.5652173913043478
187,"Bellinger, Cody",641355,2023,28.3,28.0,1.74,13.78378378378379,1.75,1,20,6,0.7722667856527162,-0.01880489550897535,13.132911392405063,20.18848101265823,7.055316455696203,12.034240506329114,0.24840506329113923,0.23783523693540762,-0.23584071674855767,0.5266053570522169,0.1975461707823703,187,0.017555742847280925,236,34,22,0.6470588235294118
188,"Taylor, Tyrone",621438,2024,28.9,28.0,1.77,-18.48030018761726,1.75,6,11,2,0.8300150197352335,0.0301451846222337,12.89435294117647,20.75764705882353,7.863352941176471,12.042117647058824,0.22912941176470586,0.43377815887919247,0.5332301356002769,1.7736605977931021,0.19677010512470194,188,0.08216333208626356,210,40,34,0.85
189,"Henderson, Gunnar",683002,2023,28.8,28.0,1.74,2.252252252252248,1.74,9,10,3,0.7744594641796779,-0.02372852107606571,13.286542553191488,20.986808510638298,7.700212765957447,12.145000000000001,0.23172340425531915,0.3740263514136861,0.37795700640059726,1.696285318739132,0.19012365385449292,189,0.030080088124012555,231,44,28,0.6363636363636364
190,"Collins, Isaac",686555,2025,27.7,27.7,1.75,26.229508196721312,1.77,1,16,7,0.7121525126869359,-0.0732240829847941,13.276642857142857,20.22157142857143,6.944500000000001,12.375785714285714,0.23810714285714285,0.7054905710307778,0.17099269747428114,1.6503694891835852,0.18932441513572534,190,0.11119543516638006,202,384,216,0.5625
191,"Arozarena, Randy",668227,2025,27.7,27.7,1.79,-1.2750455373406169,1.78,2,31,6,0.8319111989341478,0.04653460326241776,12.86153409090909,19.34784090909091,6.486249999999999,11.93909090909091,0.26810795454545455,0.2693385848003731,-0.2651592887561236,-0.11046591121834509,0.1875113104074471,191,0.17394822152706424,169,25,16,0.64
192,"Waters, Drew",671221,2023,28.7,28.0,1.72,10.900900900900908,1.74,0,16,5,0.7669334752013156,-0.02965885654332101,12.99655737704918,20.527786885245902,7.531352459016394,11.928811475409837,0.24160245901639343,0.30883025194149927,0.2172395851942338,1.0003122477435953,0.18738434224431993,192,-0.02715350158599604,258,480,392,0.8166666666666667
193,"Benson, Will",666181,2023,28.8,28.0,1.75,-2.072072072072075,1.73,3,19,3,0.849639642786452,0.05145165753070835,12.532898550724637,19.56304347826087,7.029710144927536,11.445869565217391,0.2671086956521739,-0.2641428792134544,-0.2602122242265433,-0.7561615576501299,0.1863280158012363,193,-0.024997534673007304,256,23,18,0.782608695652174
194,"Turner, Trea",607208,2026,30.0,28.0,1.78,-36.50137741046833,1.69,35,11,1,0.8788394326608354,0.05478029027221443,12.780740740740741,21.24098765432099,8.460493827160493,11.907283950617284,0.21976543209876545,-0.04861118983925983,1.101575325957754,2.384481701348892,0.18305769598580257,194,0.07706881450984873,211,24,18,0.75
195,"Jones, Nolan",666134,2025,27.6,27.6,1.78,9.198542805100182,1.8,0,8,3,0.7462668972021377,-0.038462204766118835,13.349172932330827,20.47300751879699,7.124586466165414,12.446090225563909,0.2420751879699248,0.9724141184305469,0.5131635933173802,1.9925582532478732,0.17544350324713706,195,0.19611752350261025,158,27,18,0.6666666666666666
196,"Yelich, Christian",592885,2024,28.5,28.0,1.74,5.44090056285178,1.74,2,21,1,0.9237137168605261,0.13005410309965915,11.986526315789474,17.713578947368422,5.727368421052632,10.606842105263159,0.32473684210526316,-1.217118313069885,-1.4997516232855004,-4.540522172268771,0.17144139948895293,196,-0.10988682502322666,295,8,7,0.875
197,"Bogaerts, Xander",593428,2023,27.6,27.6,1.83,-18.738738738738732,1.81,0,19,2,0.8823180905859309,0.0975889886176744,12.952631578947368,19.19942105263158,6.246526315789473,11.870894736842104,0.2696157894736842,0.13669632548732108,-0.32255419962584575,-0.297719146012561,0.16580454272245396,197,0.25204879657718454,131,26,15,0.5769230769230769
198,"Marsee, Jakob",805300,2025,28.1,28.0,1.73,23.86156648451731,1.74,2,14,6,0.7176108142093682,-0.07121771973774238,13.373857142857142,20.488142857142858,7.114285714285714,12.265785714285714,0.23475000000000001,0.4850034870820979,-0.1797151100702173,1.230522285276312,0.1621764653895406,198,-0.014048855253083997,251,33,27,0.8181818181818182
199,"Rengifo, Luis",650859,2024,26.9,26.9,1.79,23.921200750469048,1.82,0,24,7,0.7761186209787279,-0.006491522757372525,13.11157746478873,18.728338028169016,5.6163661971830985,11.858056338028168,0.27985915492957747,0.20557342842118942,0.2730543424113454,0.03204261383747031,0.15638735102135676,199,0.32337056593063507,107,288,128,0.4444444444444444
200,"García, Adolis",666969,2024,26.8,26.8,1.83,1.1257035647279636,1.8,0,11,5,0.711441445487343,-0.07121077531447173,14.098343195266272,20.97680473372781,6.878402366863906,13.1496449704142,0.20879289940828402,1.5022722342817012,1.645000496715187,4.893753564623603,0.15086244459869652,200,0.5523300037505972,54,36,14,0.3888888888888889
201,"Marte, Ketel",606466,2023,27.7,27.7,1.75,26.306306306306304,1.77,3,8,2,0.7960180236822801,0.010641428010550125,12.575146341463416,18.51880487804878,5.9439268292682925,11.407341463414635,0.29052926829268294,-0.24683234393591513,-0.7813302174924118,-1.8976681649939806,0.14874293860112514,201,-0.006795513719583635,249,312,216,0.6923076923076923
202,"Semien, Marcus",543760,2023,28.7,28.0,1.77,-11.08108108108108,1.76,4,14,3,0.8154668343288275,0.018874502584190878,13.0791,20.510749999999998,7.431749999999999,11.948599999999999,0.23413499999999998,0.21403088405621207,0.12244021730894661,1.1135864933244335,0.14762606281002533,202,0.02968182932209512,232,40,31,0.775
203,"Adames, Willy",642715,2024,27.4,27.4,1.83,-14.446529080675418,1.8,0,21,4,0.8313423451744735,0.04764964157471829,13.378131313131313,19.72308080808081,6.3449494949494945,12.297676767676768,0.24896969696969698,0.4214159249442269,0.11266009671772526,1.2218739925966735,0.1402738573780551,203,0.33326330782220104,102,25,15,0.6
204,"Fairchild, Stuart",656413,2024,29.1,28.0,1.76,-14.915572232645403,1.76,0,13,1,0.8915931765912739,0.0881010527253161,12.481958041958043,19.35727272727273,6.875244755244755,11.313566433566432,0.2749090909090909,-0.69772350893098,-0.4072288887415423,-1.273272628361295,0.1358778587749449,204,-0.024988770190536844,255,30,17,0.5666666666666667
205,"Cruz, Oneil",665833,2025,29.2,28.0,1.76,-16.575591985428048,1.72,42,38,5,0.8737556324007126,0.06832306963905299,12.64633879781421,19.930655737704917,7.284043715846995,11.439289617486338,0.2633606557377049,-0.4041592253501698,-0.0181432834265588,-0.4322502177036107,0.13503832170508462,205,-0.02564509530180452,257,37,26,0.7027027027027027
206,"Edwards, Xavier",669364,2026,28.1,28.0,1.73,19.696969696969703,1.75,1,8,2,0.7960180236822801,0.00718948973516953,12.654826086956522,19.042391304347827,6.387217391304348,11.52791304347826,0.281095652173913,-0.20700369937405338,-0.8717222965263686,-1.5944315725926321,0.1341815281909876,206,-0.08504098623059159,281,304,192,0.631578947368421
207,"Yelich, Christian",592885,2025,28.2,28.0,1.74,16.939890710382528,1.76,5,16,6,0.7385285316753409,-0.05137847770598536,13.120714285714286,20.369693877551022,7.249030612244898,12.104591836734693,0.24722448979591838,0.5177293118385108,-0.05146796357963118,0.8358530709315419,0.13414169211227284,207,-0.038022570228695374,262,44,27,0.6136363636363636
208,"Soderstrom, Tyler",691016,2025,27.4,27.4,1.76,29.23497267759563,1.78,0,8,3,0.7462668972021377,-0.0374258063976175,13.034240506329112,18.87240506329114,5.8380379746835445,12.022215189873418,0.2665506329113924,-0.06105099574768258,-0.36980682397418424,-0.06362988394369201,0.12862093601857738,208,0.153783296138192,178,28,12,0.42857142857142855
209,"Hamilton, David",666152,2026,29.4,28.0,1.68,3.7190082644628006,1.67,28,10,3,0.7744594641796779,-0.03511256541183061,13.003440860215052,20.736236559139787,7.7323655913978495,11.777849462365591,0.2267311827956989,-0.1684992469046186,0.40855933848734216,1.3455266501422174,0.12461252649834807,209,-0.0909970741891185,286,20,16,0.8
210,"Machado, Manny",592518,2024,25.8,25.8,1.86,4.409005628517825,1.87,0,11,2,0.8300150197352335,0.042201229238102766,13.13232258064516,18.163612903225808,5.031096774193549,12.011870967741935,0.3007354838709677,0.6992617671330912,1.5944635139998922,1.0579088868281525,0.12021524818701192,210,0.7470719444415308,26,2,0,0.0
211,"Rocchio, Brayan",677587,2026,27.3,27.3,1.78,12.809917355371894,1.8,0,9,4,0.7189039086241223,-0.06439989031060456,13.464653846153846,20.16903846153846,6.7045,12.63873076923077,0.2342423076923077,0.8591492858009814,0.6256408060178097,2.5584754793196423,0.11672667175842354,211,0.2778318495297397,123,328,160,0.4878048780487805
212,"Harris II, Michael",671739,2024,28.3,28.0,1.73,15.666041275797369,1.74,1,10,6,0.6638223978682953,-0.12724928329339624,13.671657458563537,21.60563535911602,7.9332044198895035,12.856795580110497,0.1982099447513812,1.0733891469641546,0.5997131932801893,3.704278808152053,0.11221444564952439,212,0.020624114341524863,235,44,39,0.8863636363636364
213,"Anderson, Tim",641313,2023,27.2,27.2,1.83,-7.477477477477471,1.8,11,13,2,0.8470135177617102,0.06401242714586286,12.977050691244239,18.95373271889401,5.976866359447005,11.871105990783411,0.28458064516129034,0.2621253645995367,0.10386423325969762,-0.2337321951711291,0.11145902332056334,213,0.30683241167585806,116,17,7,0.4117647058823529
214,"Lowe, Josh",666139,2025,28.1,28.0,1.75,15.027322404371589,1.76,0,18,4,0.812602605749415,0.023774071802304397,12.66646017699115,18.917699115044247,6.251327433628318,11.423716814159294,0.28493805309734516,-0.33634068780649384,-1.0010592849588091,-1.9594704767730307,0.1083706655615534,214,-0.09538127949327009,288,12,6,0.5
215,"Duran, Jarren",680776,2025,29.1,28.0,1.71,5.6466302367941665,1.72,13,24,6,0.7982934387209772,-0.005198685144980564,12.75306818181818,20.043920454545454,7.29125,11.524943181818182,0.25673863636363636,-0.3017791253362935,-0.01128450514685575,-0.1476881753147451,0.10542561608035382,215,-0.1166510354590302,297,43,25,0.5813953488372093
216,"Contreras, William",661388,2024,26.4,26.4,1.84,5.253283302063796,1.84,0,9,2,0.8087668972021377,0.025084404675978944,13.40486033519553,18.573575418994412,5.16877094972067,12.20463687150838,0.2790055865921788,0.25716900335932835,0.700886659566142,0.9547816659703079,0.10381889360822516,216,0.5790879097636705,51,18,6,0.3333333333333333
217,"Mateo, Jorge",622761,2023,30.1,28.0,1.77,-25.765765765765778,1.71,50,32,5,0.8557207227436715,0.02894537434401212,12.56231884057971,20.874492753623187,8.312101449275362,11.653188405797103,0.23572463768115942,-0.28536902080650206,0.9603388167246885,1.5087506220625677,0.10188099005203376,217,-0.048430886161540954,266,37,27,0.7297297297297297
218,"Arraez, Luis",650333,2025,26.5,26.5,1.79,30.145719489981786,1.83,0,11,4,0.7470135177617101,-0.036282112314139914,13.155791666666666,18.452958333333335,5.2973333333333334,12.025541666666667,0.2842458333333333,0.28401045078429643,0.6524807585477774,0.5343101741538616,0.10133428843638434,218,0.4226464568098719,72,29,8,0.27586206896551724
219,"Mastrobuoni, Miles",670156,2023,28.6,28.0,1.75,2.882882882882882,1.76,0,13,1,0.8915931765912739,0.0965103020115965,12.124939759036145,18.069638554216866,5.944698795180723,10.795542168674698,0.3056867469879518,-1.1057894998468036,-1.2929014883282424,-3.613739063377137,0.10039335735004558,219,-0.13981906169204172,310,12,10,0.8333333333333334
220,"Tolbert, Tyler",686475,2025,28.9,28.0,1.73,4.189435336976331,1.73,1,21,2,0.8907239412583644,0.0908541061453646,12.055052631578947,18.42105263157895,6.365157894736842,10.638421052631578,0.3196,-0.9921700031834277,-0.8927180264623433,-3.765772270773961,0.09602569813943791,220,-0.19098871820318916,327,8,6,0.75
221,"Rodríguez, Julio",677594,2023,29.6,28.0,1.77,-23.243243243243256,1.71,81,37,10,0.7873128914468116,-0.026743390359140196,13.264831460674156,21.584438202247192,8.319494382022471,12.37449438202247,0.1929606741573034,0.19927401405470602,0.9673752429150202,3.5392523745990325,0.09489383224632562,221,0.041653159040873744,227,55,45,0.8181818181818182
222,"Rojas, Johan",679032,2023,29.5,28.0,1.79,-33.78378378378379,1.73,23,14,1,0.8970135177617102,0.08524246023605375,12.673961038961039,20.33525974025974,7.6616233766233774,11.42383116883117,0.24998051948051947,-0.3313514087571233,0.34122849836901425,0.23027999636362062,0.09227888234779696,222,-0.023597760070028756,254,24,16,0.6666666666666666
223,"Schuemann, Max",680474,2024,27.8,27.8,1.8,-7.692307692307686,1.8,0,14,1,0.8970135177617102,0.11090323204035757,12.20442477876106,17.773274336283183,5.56929203539823,11.272389380530973,0.29932743362831854,-0.6989225897452593,-1.3086678117450887,-2.822908770480924,0.08369383057812826,223,0.04395418730750783,226,9,5,0.5555555555555556
224,"Walls, Taylor",670764,2024,27.8,27.8,1.81,-13.414634146341449,1.79,0,16,4,0.7976108142093682,0.011500528488015527,13.331428571428573,20.258757763975154,6.927763975155279,12.419316770186335,0.24065217391304347,0.59404027935088,-0.01570494264894931,1.46154748149167,0.08253019977544979,224,0.16141427587655127,175,240,168,0.7
225,"Peña, Jeremy",665161,2024,29.8,28.0,1.74,-10.975609756097555,1.72,106,20,6,0.7722667856527162,-0.04661853375227276,13.095714285714287,21.641758241758243,8.546043956043956,12.000494505494506,0.2139175824175824,0.22385613150097128,1.1830000038296353,2.7351852445034837,0.08216462817347968,225,-0.07943599220595748,280,40,32,0.8
226,"Nuñez, Nasim",683083,2024,29.5,28.0,1.68,4.127579737335836,1.65,16,8,2,0.7960180236822801,-0.01575303384337634,12.293380281690142,19.86830985915493,7.574225352112676,11.408732394366197,0.2527042253521127,-0.4145348718950521,0.25804503523108546,0.06041963005646589,0.07664095163137173,226,-0.1695979829725227,317,20,16,0.8
227,"Margot, Manuel",622534,2023,28.3,28.0,1.82,-33.51351351351351,1.78,1,9,3,0.7611923738373061,-0.029879307324385485,14.100902255639099,22.183233082706767,8.082105263157896,13.199774436090225,0.17934586466165414,1.2151096020495693,0.7414336483656041,4.772519537955889,0.07418133432239109,227,0.21535950388310265,150,33,25,0.7575757575757576
228,"McLain, Matt",680574,2025,29.2,28.0,1.77,-22.950819672131146,1.73,20,18,2,0.8776108142093682,0.07217825144770851,12.939880239520958,20.036646706586826,7.097125748502994,11.491437125748503,0.25745508982035925,-0.5820635193364995,-0.19604757741288847,-0.39566229052557855,0.07237295104200962,228,-0.030869752170277306,259,45,29,0.6444444444444445
229,"Kwan, Steven",680757,2025,27.3,27.3,1.73,46.44808743169399,1.76,2,21,5,0.8045248501688453,0.021221051234118438,12.10171568627451,16.958823529411763,4.857303921568628,10.660686274509805,0.3467401960784314,-0.8989701655134875,-1.132478645296659,-4.632896280976566,0.06874980134944308,229,-0.06827195071940761,276,6,3,0.5
230,"Kiermaier, Kevin",595281,2023,28.8,28.0,1.76,-7.747747747747752,1.76,0,14,1,0.8970135177617102,0.0988255325059666,12.155031446540882,18.568616352201257,6.414654088050314,10.927295597484276,0.30850314465408807,-0.8495393240580598,-0.8456086690711486,-3.054435486809203,0.06522322964336297,230,-0.12706698716960071,302,16,7,0.4375
231,"Lindor, Francisco",596019,2024,27.6,27.6,1.84,-26.923076923076913,1.79,0,29,4,0.8668492198745843,0.08212011790632778,13.036149425287356,19.29528735632184,6.259281609195402,12.109540229885058,0.25962931034482756,0.14883652527771402,-0.3104139998354528,0.28300780234023304,0.06288184596952344,231,0.24450019982492915,136,432,272,0.6296296296296297
232,"Schneemann, Daniel",682177,2025,27.9,27.9,1.73,29.14389799635702,1.77,0,9,3,0.7611923738373061,-0.025737798279817037,12.583846153846155,18.778076923076924,6.194395604395605,11.510439560439561,0.2893791208791209,-0.199484471833128,-0.8844770422762872,-1.8318708878360455,0.06069395085078602,232,-0.1322345378517156,307,37,25,0.6756756756756757
233,"Haggerty, Sam",664059,2023,29.2,28.0,1.76,-13.603603603603602,1.75,1,10,1,0.8712668972021377,0.06583433444047804,12.225423728813558,19.32542372881356,7.099322033898305,11.114152542372882,0.27494067796610167,-0.5799731445683731,-0.19395720264476207,-1.3336197869672664,0.05990647450295292,233,-0.13129321731281177,306,19,12,0.631578947368421
234,"Tatis Jr., Fernando",665487,2024,28.4,28.0,1.79,-18.855534709193243,1.76,10,11,3,0.786330018696537,-0.005992530591668155,13.125034965034963,20.746783216783218,7.621678321678322,12.393986013986014,0.22816083916083918,0.6813643304183843,0.30320969846859225,2.0485696025792817,0.05287098832260552,234,0.05528957652067973,221,25,20,0.8
235,"Taylor, Michael A.",572191,2025,27.8,27.8,1.78,2.9143897996356998,1.77,1,8,3,0.7462668972021377,-0.039843388519214984,13.31609756097561,20.442439024390243,7.1259756097560985,12.334634146341465,0.2476341463414634,0.782693630414977,0.17294840841514764,1.3651014839866966,0.05093263024769353,235,0.05720716097881018,220,14,11,0.7857142857142857
236,"Espinal, Santiago",669289,2024,27.3,27.3,1.83,-11.538461538461533,1.84,0,11,1,0.8788394326608354,0.09553563372610852,12.535725806451614,18.225887096774194,5.689758064516129,11.437016129032259,0.3014758064516129,-0.10665913901642066,-0.34016761879959234,-1.6812263556444438,0.050105781223905015,236,0.1977973164915628,157,14,10,0.7142857142857143
237,"Marsh, Brandon",669016,2023,28.6,28.0,1.73,10.270270270270274,1.74,6,10,2,0.8200159032490708,0.024933028669393398,12.322608695652175,18.885776397515528,6.56304347826087,11.081055900621118,0.2885217391304348,-0.5172630149577351,-0.7043750034391738,-2.2185028324157177,0.047056709120129256,237,-0.19719141542610763,331,21,13,0.6190476190476191
238,"Raley, Luke",670042,2023,28.8,28.0,1.73,5.315315315315317,1.73,5,14,3,0.8154668343288275,0.017278849073083857,12.684427480916032,19.21610687022901,6.531679389312977,11.442137404580153,0.2736412213740458,-0.7381572889573033,-0.7342266339703921,-1.3936189832637766,0.03757913188025498,238,-0.12838110505493452,303,18,13,0.7222222222222222
239,"Mateo, Jorge",622761,2024,29.9,28.0,1.76,-21.200750469043157,1.71,30,13,2,0.8470135177617102,0.025584385037979773,12.6222,20.3565,7.7348,11.5793,0.24012,-0.6437888405244874,0.41087635353834995,0.7516529436963422,0.03723606803486927,239,-0.09058177297528983,285,18,14,0.7777777777777778
240,"Machado, Manny",592518,2025,25.8,25.8,1.88,-2.1857923497267855,1.88,0,14,3,0.8154668343288275,0.027653043831696755,13.278562874251497,18.24994011976048,4.971077844311377,12.248383233532934,0.2894011976047904,0.6421371070577331,1.537338853924534,1.5991204940269985,0.03229604303013123,240,0.747322423527711,25,4,2,0.5
241,"Stott, Bryson",681082,2025,28.8,28.0,1.75,-2.823315118397076,1.74,17,24,5,0.8217726575068883,0.02358467225114469,12.641164383561643,19.55554794520548,6.91472602739726,11.471849315068495,0.27362328767123284,-0.3735821618010813,-0.36965150681417014,-0.9879550834562639,0.02901815799408118,241,-0.12041269327465604,299,26,18,0.6923076923076923
242,"Robert Jr., Luis",673357,2023,28.7,28.0,1.76,-5.225225225225216,1.72,22,20,4,0.8255265639735933,0.028934232228956636,12.535625,19.270625,6.735,11.492890625,0.2645234375,-0.4491200082646458,-0.5407106750119113,-0.909660327493392,0.023430540436733052,242,-0.10688899690510126,293,20,14,0.7
243,"Witt Jr., Bobby",677951,2023,30.5,28.0,1.75,-15.22522522522523,1.69,149,49,15,0.7672502950033943,-0.07125184090190484,12.786021505376343,22.027849462365594,9.241720430107527,11.87048387096774,0.2079784946236559,0.21733601397514457,1.8451291384430348,3.3633765018403046,0.02273029245162861,243,-0.17017412225346581,318,50,40,0.8
